UniProt Accession Number,Reagent Type,Target Name / Protein Biomarker,Target Species,Host Organism,Isotype,Clonality,Vendor,Catalog Number,Conjugate,RRID,Availability,Method,Tissue Preservation,Target Tissue,Tissue State,Detergent,Antigen Retrieval Conditions,Dye Inactivation Conditions,Recommend,Agree,Disagree,Contributor,Image Files,Captions,MD5
A0A8C0Q9Z4,Primary Antibody,CD68,Canine,Mouse,IgG1,KP1,Caprico Biotechnologies,1064135,iF594,AB_2892745,Stock,Multiplexed 2D Imaging,FFPE,Skin,Melanoma,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,No,0000-0001-5088-7808,NA,0000-0001-5088-7808,CD68_iF594/Canine_Melanoma_Skin_PanCytokeratin_53_9003_80_CD68_iF594_1064136_Hoechst.jpg,"Canine melanoma skin FFPE: CD68 (magenta but no signal, catalog number 1064136), pan-cytokeratin (green, catalog number 53-9003-80), and Hoechst (blue, catalog number 40046)",0b2c4fb8905c578130699bd819dd3299
NA,Primary Antibody,Cytokeratin (Pan),Canine,Mouse,IgG1,AE1/AE3,Thermo Fisher Scientific,53-9003-82,AF488,AB_2574301,Stock,Multiplexed 2D Imaging,FFPE,Skin,Melanoma,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,Yes,0000-0001-5088-7808,NA,0000-0001-5088-7808,Cytokeratin__Pan__AF488/Canine_Melanoma_Skin_PanCytokeratin_53_9003_80_Lumican_AF2846_A-21447_aSMA_41-9760-82_Hoechst.jpg,"Canine melanoma skin FFPE: Lumican (blue, catalog number AF2846 and A-21447), a-SMA (magenta, catalog number 41-9760-82), pan-cytokeratin (green, catalog number 53-9003-80), and Hoechst (yellow, catalog number 40046)",540bbad822f84a39735d334ecb9e6732
NA,Primary Antibody,Alpha smooth muscle actin,Canine,Mouse,IgG2a,1A4,Thermo Fisher Scientific,41-9760-82,eF570,AB_2573631,Stock,Multiplexed 2D Imaging,FFPE,Skin,Melanoma,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,Yes,0000-0001-5088-7808,NA,0000-0001-5088-7808,Alpha_smooth_muscle_actin_eF570/Canine_Melanoma_Skin_PanCytokeratin_53_9003_80_aSMA_41-9760-82.jpg,"Canine melanoma skin FFPE: a-SMA (magenta, catalog number 41-9760-82) and pan-cytokeratin (green, catalog number 53-9003-80)",a242651ab6f3e46a01d63a1588b00f23
A0A8C0SV20,Primary Antibody,Lumican,Canine,Goat,IgG,Polyclonal,R&D Systems,AF2846,Unconjugated,AB_2139484,Stock,Multiplexed 2D Imaging,FFPE,Skin,Melanoma,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,Yes,0000-0001-5088-7808,NA,0000-0001-5088-7808,NA,NA,NA
NA,Secondary Antibody,Goat IgG (H+L),Canine,Donkey,IgG,Polyclonal,Thermo Fisher Scientific,A-21447,AF647,AB_2535864,Stock,Multiplexed 2D Imaging,FFPE,Skin,Melanoma,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,Yes,0000-0001-5088-7808,NA,0000-0001-5088-7808,Cytokeratin__Pan__AF488/Canine_Melanoma_Skin_PanCytokeratin_53_9003_80_Lumican_AF2846_A-21447_aSMA_41-9760-82_Hoechst.jpg,"Canine melanoma skin FFPE: Lumican (blue, catalog number AF2846 and A-21447), a-SMA (magenta, catalog number 41-9760-82), pan-cytokeratin (green, catalog number 53-9003-80), and Hoechst (yellow, catalog number 40046)",540bbad822f84a39735d334ecb9e6732
NA,Primary Antibody,PNL-2,Canine,Mouse,IgG1,PNL2,Thermo Fisher Scientific,MSM1-894-P0,Unconjugated,NA,Stock,Multiplexed 2D Imaging,FFPE,Skin,Melanoma,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,No,0000-0001-5088-7808,NA,0000-0001-5088-7808,PNL-2_Unconjugated/Canine_Melanoma_Skin_PanCytokeratin_53_9003_80_PNL2_MSM1-894-P0_A21203.jpg,"Canine melanoma skin FFPE: PNL2 (cyan, catalog number MSM1-894-P0 and A21203) and pan-cytokeratin (blue, catalog number 53-9003-80)",82ab32f5c2b972d327b4b8fa187c1e0c
NA,Secondary Antibody,Mouse IgG (H+L),Canine,Donkey,IgG,Polyclonal,Thermo Fisher Scientific,A-21203,AF594,AB_141633,Stock,Multiplexed 2D Imaging,FFPE,Skin,Melanoma,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,Yes,0000-0001-5088-7808,NA,0000-0001-5088-7808,NA,NA,NA
A0A8P0NA08,Primary Antibody,LYVE-1,Canine,Goat,IgG,Polyclonal,R&D Systems,AF2089,Unconjugated,AB_355144,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,Yes,0000-0001-5088-7808,NA,0000-0001-5088-7808,LYVE-1_Unconjugated/Canine_Melanoma_Skin_LYVE1_AF2089_A-21447_HLADR_iF594_ab176408.jpg,"Canine lymph node FFPE: LYVE1 (magenta, catalog number AF2089 and A21203) and HLA-DR (blue, catalog number ab176408)",06b71997b0ee1885dcd14aa0c46e77ab
NA,Primary Antibody,HLA-DR,Canine,Mouse,IgG1,TAL 1B5,Abcam,ab176408 (Unconjugated),iF594,NA,Custom,Multiplexed 2D Imaging,FFPE,Lymph Node,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,Yes,0000-0001-5088-7808,NA,0000-0001-5088-7808,LYVE-1_Unconjugated/Canine_Melanoma_Skin_LYVE1_AF2089_A-21447_HLADR_iF594_ab176408.jpg,"Canine lymph node FFPE: LYVE1 (magenta, catalog number AF2089 and A21203) and HLA-DR (blue, catalog number ab176408)",06b71997b0ee1885dcd14aa0c46e77ab
NA,Primary Antibody,CD8,Canine,Rat,IgG1,YCATE55.9,Thermo Fisher Scientific,MA5-28430,Unconjugated,NA,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,No,0000-0001-5088-7808,NA,0000-0001-5088-7808,NA,NA,NA
NA,Primary Antibody,Granzyme B,Canine,Mouse,IgG1,GB12,Thermo Fisher Scientific,MHGB04,Unconjugated,NA,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,No,0000-0001-5088-7808,NA,0000-0001-5088-7808,NA,NA,NA
NA,Primary Antibody,CD11b,Canine,Mouse,IgG1,CA16.3E10,Thermo Fisher Scientific,MA5-16604,Unconjugated,NA,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,No,0000-0001-5088-7808,NA,0000-0001-5088-7808,CD11b_Unconjugated/Canine_Lymph_node_CD11b_MA5-16604_A21203.jpg,"Canine lymph node FFPE: CD11b (red, catalog number MA5-16604 and A21203)",af6084114f8c07765c5ff331df02ad0c
NA,Primary Antibody,CD4,Canine,Rat,IgG2a,YKIX302.9,Thermo Fisher Scientific,MA5-28357,Unconjugated,NA,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,No,0000-0001-5088-7808,NA,0000-0001-5088-7808,CD4_Unconjugated/Canine_Lymph_node_CD4_MA5-28357_A48272.jpg,"Canine lymph node FFPE: CD4 (magenta, catalog number MA5-28357 and A48272)",ac6a7bf35468a9b4c3456c6a8375207f
NA,Primary Antibody,Alpha smooth muscle actin,Canine,Mouse,IgG2a,1A4,Thermo Fisher Scientific,53-9760-82,AF488,AB_2574461,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,Yes,0000-0001-5088-7808,NA,0000-0001-5088-7808,Alpha_smooth_muscle_actin_AF488/Canine_Lymph_node_aSMA_AF488_53-9760-82.jpg,"Canine lymph node FFPE: a-SMA (green, catalog number 53-9760-82)",31ea54cd7ba459773db31bec4be4b4a6
A0A8C0SV20,Primary Antibody,Lumican,Canine,Goat,IgG,Polyclonal,R&D Systems,AF2846,Unconjugated,AB_2139484,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,No,0000-0001-5088-7808,NA,0000-0001-5088-7808,Lumican_Unconjugated/Canine_Lymph_node_Lumican_AF2846_A21447.jpg,"Canine lymph node FFPE: Lumican (magenta, catalog number AF2846 and A21447)",7888eff9f365dbbc6072f93d1499e462
P27597,Primary Antibody,CD3,Canine,Rabbit,IgG,SP7,Abcam,ab16669,Unconjugated,AB_443425,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,Yes,0000-0001-5088-7808,NA,0000-0001-5088-7808,CD3_Unconjugated/Canine_Lymph_node_CD3_ab16669_A21432.jpg,"Canine lymph node FFPE: CD3 (orange, catalog number ab16669 and A21432)",5517497d721b57539734169e76af2ddf
Q3C2E2,Primary Antibody,CD20,Canine,Mouse,IgG2a,L26,Thermo Fisher Scientific,42-0202-82,eF615,AB_10853517,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,No,0000-0001-5088-7808,NA,0000-0001-5088-7808,CD20_eF615/Canine_Lymph_node_CD20_eF615_42-0202-82.jpg,"Canine lymph node FFPE: CD20 (red, catalog number 42-0202-82)",3813906f2dc83e6d99a24a77e5d6d2f0
Q3C2E2,Primary Antibody,CD20,Canine,Mouse,IgG2a,L26,Thermo Fisher Scientific,50-0202-82,eF660,AB_11150959,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,No,0000-0001-5088-7808,NA,0000-0001-5088-7808,NA,NA,NA
A0A024FCJ9,Primary Antibody,PD-1,Canine,Goat,IgG,Polyclonal,R&D Systems,AF1086,Unconjugated,AB_354588,Stock,Multiplexed 2D Imaging,FFPE,Lymph Node,NA,0.3% Triton-X-100,pH 6 for 30 minutes ER1 (AR9961) and pH 9 for 30 minutes ER2 (AR9640) using the Leica Bond,NA,No,0000-0001-5088-7808,NA,0000-0001-5088-7808,NA,NA,NA
H9YXP1,Primary Antibody,CD20,Rhesus Macaque,Mouse,IgG2a,L26,Thermo Fisher Scientific,50-0202-82,eF660,AB_11150959,Stock,Multiplexed 2D Imaging,FFPE,Spleen,NA,0.3% Triton-X-100,pH 6 for 20 minutes ER1 (AR9961) using the Leica Bond,NA,Yes,0009-0004-2746-8743,NA,0009-0004-2746-8743,CD20_eF660/NHP_spleen_CD20_eF660_50-0202-82_CD49a_AF555_ab243032_A-31570.jpg,"NHP spleen: CD20 (magenta, catalog number 50-0202-82) and CD49a (cyan, catalog number ab243032 and A-31570)",e02aad100842aea407edddaab36387d2
NA,Primary Antibody,Alpha smooth muscle actin,Rhesus Macaque,Mouse,IgG2a,1A4,Thermo Fisher Scientific,53-9760-82,AF488,AB_2574461,Stock,Multiplexed 2D Imaging,FFPE,Spleen,NA,0.3% Triton-X-100,pH 6 for 20 minutes ER1 (AR9961) using the Leica Bond,NA,Yes,0009-0004-2746-8743,NA,0009-0004-2746-8743,Alpha_smooth_muscle_actin_AF488/NHP_spleen_CD20_eF660_50-0202-82_aSMA_AF488_53-9760-82.jpg,"NHP spleen: CD20 (magenta, catalog number 50-0202-82) and a-SMA (green, catalog number 53-9760-82)",300f9a8edcb87cfb06314a5408ffed48
NA,Primary Antibody,CD49a,Rhesus Macaque,Mouse,IgG1,CL7207,Abcam,ab243032,Unconjugated,NA,Stock,Multiplexed 2D Imaging,FFPE,Spleen,NA,0.3% Triton-X-100,pH 6 for 20 minutes ER1 (AR9961) using the Leica Bond,NA,Yes,0009-0004-2746-8743,NA,0009-0004-2746-8743,CD20_eF660/NHP_spleen_CD20_eF660_50-0202-82_CD49a_AF555_ab243032_A-31570.jpg,"NHP spleen: CD20 (magenta, catalog number 50-0202-82) and CD49a (cyan, catalog number ab243032 and A-31570)",e02aad100842aea407edddaab36387d2
NA,Secondary Antibody,Mouse IgG (H+L),Rhesus Macaque,Donkey,IgG,Polyclonal,Thermo Fisher Scientific,A-31570,AF555,AB_2536180,Stock,Multiplexed 2D Imaging,FFPE,Spleen,NA,0.3% Triton-X-100,pH 6 for 20 minutes ER1 (AR9961) using the Leica Bond,NA,Yes,0009-0004-2746-8743,NA,0009-0004-2746-8743,CD20_eF660/NHP_spleen_CD20_eF660_50-0202-82_CD49a_AF555_ab243032_A-31570.jpg,"NHP spleen: CD20 (magenta, catalog number 50-0202-82) and CD49a (cyan, catalog number ab243032 and A-31570)",e02aad100842aea407edddaab36387d2
NA,Nuclear Dye,Hoechst 33342,Rhesus Macaque,NA,NA,NA,Biotium,40046,NA,NA,Stock,Multiplexed 2D Imaging,FFPE,Spleen,NA,0.3% Triton-X-100,pH 6 for 20 minutes ER1 (AR9961) using the Leica Bond,NA,Yes,0009-0004-2746-8743,NA,0009-0004-2746-8743,Hoechst_33342_NA/NHP_spleen_Hoechst_CD49a_AF555_ab243032_A-31570.jpg,"NHP spleen: Hoechst (red, catalog number 40046) and CD49a (cyan, catalog number ab243032 and A-31570)",5855d8f0c247b7b6ef1d8002c6eb831d
NA,Primary Antibody,TCR gamma delta,Human,Mouse,IgG1,B1,BioLegend,331210,PE,AB_1089218,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,TCR_gamma_delta_PE/Human_thymus_TCRgd_PE_331210_Keratin5_AF532_custom.jpg,"Human thymus: TCRgammadelta (magenta, catalog number 331210) and Keratin 5 (green, catalog number based on 905504)",198a5d1e9164ce952199fc8ffa853be9
P13647,Primary Antibody,Keratin 5,Human,Rabbit,IgG,Polyclonal,BioLegend,905504 (Unconjugated),AF532,AB_3095835,Custom,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Thymus,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,TCR_gamma_delta_PE/Human_thymus_TCRgd_PE_331210_Keratin5_AF532_custom.jpg,"Human thymus: TCRgammadelta (magenta, catalog number 331210) and Keratin 5 (green, catalog number based on 905504)",198a5d1e9164ce952199fc8ffa853be9
P01903,Primary Antibody,HLA-DR,Human,Mouse,IgG1,TAL 1B5,Novus Biologicals,NB600-989AF532-0.1ml,AF532,NA,Stock,Multiplexed 2D Imaging,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 9.5 for 15 minutes in a pressure cooker (Borg Decloaker BD1000),NA,Yes,0000-0001-9561-4256,NA,0000-0001-9561-4256,HLA-DR_AF532/Human_tonsil_FFPE_HLADR_AF532_NB600-989AF532-0.1ml_pan_cytokeratin_AF700_NBP2-33200AF700.jpg,"Human tonsil FFPE: HLA-DR (blue, catalog number NB600-989AF532-0.1ml) and pan-Cytokeratin (yellow, catalog number NBP2-33200AF700)",e073aa46234926f1b9670e6f6e95c591
NA,Primary Antibody,Cytokeratin (Pan),Human,Mouse,IgG1,AE1/AE3,Novus Biologicals,NBP2-33200AF700,AF700,NA,Stock,Multiplexed 2D Imaging,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 9.5 for 15 minutes in a pressure cooker (Borg Decloaker BD1000),NA,Yes,0000-0001-9561-4256,NA,0000-0001-9561-4256,Cytokeratin__Pan__AF700/Human_tonsil_FFPE_CD20_eF615_42-0202-82_pan_cytokeratin_AF700_NBP2-33200AF700.jpg,"Human tonsil FFPE: CD20 (cyan, catalog number 42-0202-82) and pan-Cytokeratin (yellow, catalog number NBP2-33200AF700)",48c03e73fd89cacc74477109aec27182
P06800,Primary Antibody,CD45,Mouse,Rat,IgG2b,30-F11,BioLegend,103172,Spark YG 570,AB_2860598,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Lymph Node,NA,0.3% Triton-X-100,NA,Does not bleach within 15 minutes of 1 mg/ml LiBH4 treatment,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CD45_Spark_YG_570/Mouse_LN_CD45_SparkYG570_103172_Hoechst.jpg,"Mouse LN: CD45 (orange, catalog number 103172) and Hoechst (blue, catalog number 40046)",b093c479813fe8cb6bf94cfccb60e4a5
P08575,Primary Antibody,CD45,Human,Mouse,IgG1,HI30,Thermo Fisher Scientific,58-0459-41,AF532,AB_11218084,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Jejunum,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CD45_AF532/Human_jejunum_CD45_AF532_58-0459-41_EpCAM_AF594_324228.jpg,"Human jejunum: CD45 (cyan, catalog number 58-0459-41) and EpCAM (blue, catalog number 324228)",cf3ca2447731edeace8295710df28395
P16422,Primary Antibody,EpCAM,Human,Mouse,IgG2b,9C4,BioLegend,324228,AF594,AB_2563209,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Jejunum,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CD45_AF532/Human_jejunum_CD45_AF532_58-0459-41_EpCAM_AF594_324228.jpg,"Human jejunum: CD45 (cyan, catalog number 58-0459-41) and EpCAM (blue, catalog number 324228)",cf3ca2447731edeace8295710df28395
Q13509,Primary Antibody,Tubulin beta-3 chain,Human,Mouse,IgG2a,AA10,BioLegend,657412,BV421,AB_2632699,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Jejunum,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,Tubulin_beta-3_chain_BV421/Human_jejunum_BetaTub3_BV421_657412_EpCAM_AF594_324228.jpg,"Human jejunum: Tubulin beta-3 (orange, catalog number 657412) and EpCAM (blue, catalog number 324228)",670672e35c35dde9fcb20030ae79995a
P07766,Primary Antibody,CD3,Human,Mouse,IgG1,UCHT1,BioLegend,300448,BV510,AB_2563468,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Jejunum,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CD3_BV510/Human_jejunum_CD3_BV510_300448_CollIV_ab6586_AF700_A-21038_EpCAM_AF594_324228.jpg,"Human jejunum: CD3 (red, catalog number 300448), Collagen IV (white, catalog number ab6586 and A-21038), and EpCAM (blue, catalog number 324228)",522d1d7aae6201855ff955899fe7d49f
P02462,Primary Antibody,Collagen IV,Human,Rabbit,IgG,Polyclonal,Abcam,ab6586,Unconjugated,AB_305584,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Jejunum,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CD3_BV510/Human_jejunum_CD3_BV510_300448_CollIV_ab6586_AF700_A-21038_EpCAM_AF594_324228.jpg,"Human jejunum: CD3 (red, catalog number 300448), Collagen IV (white, catalog number ab6586 and A-21038), and EpCAM (blue, catalog number 324228)",522d1d7aae6201855ff955899fe7d49f
NA,Secondary Antibody,Rabbit IgG (H+L),Human,Goat,IgG,Polyclonal,Thermo Fisher Scientific,A-21038,AF700,AB_2535709,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Jejunum,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,CD3_BV510/Human_jejunum_CD3_BV510_300448_CollIV_ab6586_AF700_A-21038_EpCAM_AF594_324228.jpg,"Human jejunum: CD3 (red, catalog number 300448), Collagen IV (white, catalog number ab6586 and A-21038), and EpCAM (blue, catalog number 324228)",522d1d7aae6201855ff955899fe7d49f
P01903,Primary Antibody,HLA-DR,Human,Mouse,IgG2a,L243,BioLegend,307622,AF647,AB_493177,Stock,Multiplexed 2D Imaging,1:4 Cytofix/Cytoperm Fixed Frozen,Jejunum,NA,0.3% Triton-X-100,NA,NA,Yes,0000-0003-4379-8967,NA,0000-0003-4379-8967,HLA-DR_AF647/Human_jejunum_HLADR_AF647_307622_EpCAM_AF594_324228.jpg,"Human jejunum: HLA-DR (pink, catalog number 307622) and EpCAM (blue, catalog number 324228)",4ac8a9d8cccce6f40c186768939373e2
P49682,Primary Antibody,CXCR3,Human,Mouse,IgG1,1C6/CXCR3,BD Biosciences,561320,AF700,AB_10611719,Stock,Multiplexed 2D Imaging,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 (Sodium Citrate buffer) for 45 minutes,NA,No,0000-0002-6604-2065,NA,0000-0002-6604-2065,CXCR3_AF700/Human_tonsil_FFPE_CXCR3_561320.jpg,"Human tonsil FFPE: CXCR3 (cyan, catalog number 561320)",c4027bd483c1b1930bd1e5b73c29eb06
P01730,Primary Antibody,CD4,Human,Goat,IgG,Polyclonal,R&D Systems,FAB8165G,AF488,AB_2728839,Stock,Multiplexed 2D Imaging,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 (Sodium Citrate buffer) for 45 minutes,NA,Yes,0000-0002-6604-2065,NA,0000-0002-6604-2065,CD4_AF488/Human_tonsil_FFPE_CD4_AF488_FAB8165G.jpg,"Human tonsil FFPE: CD4 (green, catalog number FAB8165G)",37fcddd186b1279f72570872be797e13
P49682,Primary Antibody,CXCR3,Human,Mouse,IgG1,49801,R&D Systems,FAB160N,AF700,NA,Stock,Multiplexed 2D Imaging,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 (Sodium Citrate buffer) for 45 minutes,NA,No,0000-0002-6604-2065,NA,0000-0002-6604-2065,CXCR3_AF700/Human_Tonsil_FFPE_CXCR3_FAB160N.jpg,"Human tonsil FFPE: CXCR3 (cyan, catalog number FAB160N)",282723d37e8b3bfc2fe3a57fa805f7bc
P11836,Primary Antibody,CD20,Human,Mouse,IgG2a,L26,Thermo Fisher Scientific,42-0202-82,eF615,AB_10853517,Stock,Multiplexed 2D Imaging,FFPE,Tonsil,NA,0.3% Triton-X-100,pH 6 (Sodium Citrate buffer) for 45 minutes,NA,Yes,0000-0002-6604-2065,NA,0000-0002-6604-2065,CD20_eF615/Human_Tonsil_FFPE_CD20_eF615_42-0202-82.jpg,"Human tonsil FFPE: CD20 (red, catalog number 42-0202-82)",77e6ac7e3a9009daa030e9f17c118f0c
P12830,Primary Antibody,E-cadherin,Human,Rat,IgG1,DECMA-1,BioLegend,147307,AF647,AB_2563954,Stock,IBEX2D Manual,1:4 Cytofix/Cytoperm Fixed Frozen,Nasal Polyp,NA,0.3% Triton-X-100,NA,1 mg/ml LiBH4 15 minutes,Yes,0009-0004-8162-409X,NA,0009-0004-8162-409X,E-cadherin_AF647/Ecadherin_Yellow_DAPI_Cyan_EpCAM_Blue.jpg;E-cadherin_AF647/Ecadherin_Yellow_DAPI_Cyan.jpg,"Human Nasal Polyp: E-Cadherin (yellow, catalog number 147307), EpCAM (blue, catalog number 324228) and DAPI (cyan);Human Nasal Polyp: E-Cadherin (yellow, catalog number 147307), and DAPI (cyan)",9b79c06f612c26ba7af3cb03c4e21298;4dc47ddf0a00a3ad872b91ba448f914a
A0A1A8U8H3,Primary Antibody,Calretinin,Turquoise Killifish,Rabbit,IgG,Polyclonal,Swant,7697,Unconjugated,AB_2721226,Stock,IBEX2D Manual,4% PFA Fixed Frozen,Retina,NA,0.1% Triton-X-100,pH 6 (10 mM Sodium Citrate) for 20 minutes in a pressure cooker,NA,Yes,0009-0000-2047-4228,NA,0009-0000-2047-4228,NA,NA,NA
A0A8C6NQP0,Primary Antibody,Glutamine synthetase,Turquoise Killifish,Mouse,IgG1,1B6G4,Proteintech,CL488-66323,CoraLite Plus AF488,AB_2883309,Stock,IBEX2D Manual,4% PFA Fixed Frozen,Retina,NA,0.1% Triton-X-100,pH 6 (10 mM Sodium Citrate) for 20 minutes in a pressure cooker,1 mg/ml LiBH4 30 minutes + light,Yes,0009-0000-2047-4228,NA,0009-0000-2047-4228,NA,NA,NA
P51121,Primary Antibody,Glutamine synthetase,African Clawed Frog (Xenopus laevis),Mouse,IgG1,1B6G4,Proteintech,CL488-66323,CoraLite Plus AF488,AB_2883309,Stock,IBEX2D Manual,4% PFA Fixed Frozen,Retina,NA,0.1% Triton-X-100,pH 6 (10 mM Sodium Citrate) for 20 minutes in a pressure cooker,1 mg/ml LiBH4 30 minutes + light,Yes,0009-0000-2047-4228,NA,0009-0000-2047-4228,NA,NA,NA
NA,Primary Antibody,HuC/D,Turquoise Killifish,Mouse,IgG2b,16A11,Thermo Fisher Scientific,A21271,Unconjugated,AB_221448,Stock,IBEX2D Manual,4% PFA Fixed Frozen,Retina,NA,0.1% Triton-X-100,pH 6 (10 mM Sodium Citrate) for 20 minutes in a pressure cooker,NA,Yes,0009-0000-2047-4228,NA,0009-0000-2047-4228,NA,NA,NA
NA,Primary Antibody,HuC/D,African Clawed Frog (Xenopus laevis),Mouse,IgG2b,16A11,Thermo Fisher Scientific,A21271,Unconjugated,AB_221448,Stock,IBEX2D Manual,4% PFA Fixed Frozen,Retina,NA,0.1% Triton-X-100,pH 6 (10 mM Sodium Citrate) for 20 minutes in a pressure cooker,NA,Yes,0009-0000-2047-4228,NA,0009-0000-2047-4228,NA,NA,NA
A0A8C6NQH8,Primary Antibody,PAX6,Turquoise Killifish,Rabbit,IgG,Polyclonal,Proteintech,12323-1-AP,Unconjugated,AB_2159695,Stock,IBEX2D Manual,4% PFA Fixed Frozen,Retina,NA,0.1% Triton-X-100,pH 6 (10 mM Sodium Citrate) for 20 minutes in a pressure cooker,NA,Yes,0009-0000-2047-4228,NA,0009-0000-2047-4228,NA,NA,NA
P55864,Primary Antibody,PAX6,African Clawed Frog (Xenopus laevis),Rabbit,IgG,Polyclonal,Proteintech,12323-1-AP,Unconjugated,AB_2159695,Stock,IBEX2D Manual,4% PFA Fixed Frozen,Retina,NA,0.1% Triton-X-100,pH 6 (10 mM Sodium Citrate) for 20 minutes in a pressure cooker,NA,Yes,0009-0000-2047-4228,NA,0009-0000-2047-4228,NA,NA,NA
